"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"OTU_5372","Bacteria","Patescibacteria","Parcubacteria","","","",""
"OTU_537","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae","MND1",""
"OTU_538","Bacteria","Acidobacteria","Blastocatellia_Subgroup_4","Blastocatellales","Blastocatellaceae","JGI_0001001-H03",""
"OTU_539","Bacteria","Acidobacteria","Blastocatellia_Subgroup_4","Pyrinomonadales","Pyrinomonadaceae","RB41",""
"OTU_540","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_541","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_543","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","",""
"OTU_544","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter","metagenome"
"OTU_545","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_546","Bacteria","Acidobacteria","Blastocatellia_Subgroup_4","Pyrinomonadales","Pyrinomonadaceae","RB41",""
"OTU_547","Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira","uncultured_Nitrospiraceae_bacterium"
"OTU_54","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Phyllobacterium",""
"OTU_548","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Delftia",""
"OTU_549","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","",""
"OTU_550","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","TRA3-20","",""
"OTU_55","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter",""
"OTU_551","Bacteria","Acidobacteria","Blastocatellia_Subgroup_4","Pyrinomonadales","Pyrinomonadaceae","RB41",""
"OTU_552","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella",""
"OTU_553","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",""
"OTU_554","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_555","Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae_Subgroup_3","Bryobacter",""
"OTU_556","Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales","Iamiaceae","Iamia","uncultured_soil_bacterium"
"OTU_5566","Bacteria","Proteobacteria","Alphaproteobacteria","","","",""
"OTU_5570","Bacteria","Chloroflexi","Anaerolineae","SBR1031","","",""
"OTU_557","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","uncultured","uncultured_soil_bacterium"
"OTU_5578","Bacteria","Armatimonadetes","uncultured","","","",""
"OTU_558","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Virgisporangium","uncultured_bacterium"
"OTU_5580","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","uncultured","uncultured_bacterium"
"OTU_559","Bacteria","Actinobacteria","0319-7L14","","","",""
"OTU_5607","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","P3OB-42","",""
"OTU_561","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae","Ellin6067",""
"OTU_562","Bacteria","Chloroflexi","KD4-96","","","",""
"OTU_5627","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",""
"OTU_563","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_564","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Pseudoduganella","uncultured_bacterium"
"OTU_565","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia",""
"OTU_566","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","",""
"OTU_567","Bacteria","Proteobacteria","Gammaproteobacteria","Nitrosococcales","Nitrosococcaceae","",""
"OTU_568","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",""
"OTU_569","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","env.OPS_17","",""
"OTU_56","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","",""
"OTU_570","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Chitinophaga",""
"OTU_571","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_57","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",""
"OTU_572","Bacteria","Acidobacteria","Blastocatellia_Subgroup_4","Blastocatellales","Blastocatellaceae","uncultured",""
"OTU_573","Bacteria","Chloroflexi","KD4-96","","","",""
"OTU_574","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","",""
"OTU_575","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","Steroidobacter","metagenome"
"OTU_576","Bacteria","Acidobacteria","Blastocatellia_Subgroup_4","Pyrinomonadales","Pyrinomonadaceae","RB41",""
"OTU_5770","Bacteria","Armatimonadetes","Chthonomonadetes","Chthonomonadales","","",""
"OTU_5772","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","uncultured","uncultured_bacterium"
"OTU_577","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","uncultured","uncultured_bacterium"
"OTU_5786","Bacteria","Chloroflexi","","","","",""
"OTU_578","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_5790","Bacteria","Chloroflexi","Chloroflexia","Kallotenuales","AKIW781","",""
"OTU_579","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Delftia",""
"OTU_5795","Bacteria","Proteobacteria","Gammaproteobacteria","Diplorickettsiales","Diplorickettsiaceae","uncultured",""
"OTU_580","Bacteria","Actinobacteria","Acidimicrobiia","IMCC26256","","",""
"OTU_5804","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","uncultured","uncultured_bacterium"
"OTU_5810","Bacteria","Acidobacteria","Acidobacteriia","Subgroup_2","","",""
"OTU_581","Bacteria","","","","","",""
"OTU_58","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Kribbella",""
"OTU_582","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","",""
"OTU_583","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae","MND1",""
"OTU_584","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_585","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_5853","Bacteria","Acidobacteria","AT-s3-28","","","",""
"OTU_586","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Agromyces","uncultured_bacterium"
"OTU_5865","Bacteria","Armatimonadetes","uncultured","","","",""
"OTU_587","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","uncultured","",""
"OTU_588","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured",""
"OTU_589","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","","",""
"OTU_5895","Bacteria","Dependentiae","Babeliae","Babeliales","Vermiphilaceae","",""
"OTU_590","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_Incertae_Sedis","Unknown_Family","Acidibacter",""
"OTU_591","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae","MND1",""
"OTU_59","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",""
"OTU_592","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_593","Bacteria","Proteobacteria","Alphaproteobacteria","","","",""
"OTU_594","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","uncultured",""
"OTU_596","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia",""
"OTU_597","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_598","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_599","Bacteria","Rokubacteria","NC10","Rokubacteriales","","",""
"OTU_600","Bacteria","Chloroflexi","KD4-96","","","",""
"OTU_6011","Bacteria","Dependentiae","Babeliae","Babeliales","","",""
"OTU_601","Bacteria","Proteobacteria","Alphaproteobacteria","Azospirillales","uncultured","",""
"OTU_6013","Bacteria","","","","","",""
"OTU_60","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_602","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Rhodoplanes",""
"OTU_603","Bacteria","Acidobacteria","Subgroup_6","Unknown_Order","Unknown_Family","Vicinamibacter","metagenome"
"OTU_6038","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_6039","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas",""
"OTU_6042","Bacteria","Planctomycetes","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","SM1A02","uncultured_bacterium"
"OTU_6044","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium",""
"OTU_6049","Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales","uncultured","",""
"OTU_605","Bacteria","Actinobacteria","MB-A2-108","","","",""
"OTU_606","Bacteria","Actinobacteria","MB-A2-108","","","",""
"OTU_607","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",""
"OTU_6077","Bacteria","Bacteroidetes","Bacteroidia","","","",""
"OTU_608","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae","Ohtaekwangia","uncultured_bacterium"
"OTU_609","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella",""
"OTU_611","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","",""
"OTU_61","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudorhodoplanes",""
"OTU_612","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","",""
"OTU_613","Bacteria","Acidobacteria","Blastocatellia_Subgroup_4","Pyrinomonadales","Pyrinomonadaceae","RB41",""
"OTU_614","Bacteria","Actinobacteria","0319-7L14","","","",""
"OTU_615","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_616","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Kibdelosporangium",""
"OTU_617","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_618","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter",""
"OTU_619","Bacteria","Gemmatimonadetes","Longimicrobia","Longimicrobiales","Longimicrobiaceae","",""
"OTU_620","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_621","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_62","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_622","Bacteria","","","","","",""
"OTU_623","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_624","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae","Ohtaekwangia","metagenome"
"OTU_625","Bacteria","Acidobacteria","Blastocatellia_Subgroup_4","Blastocatellales","Blastocatellaceae","",""
"OTU_626","Bacteria","Acidobacteria","Holophagae","Subgroup_7","","",""
"OTU_6","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Variovorax",""
"OTU_627","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_628","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_629","Bacteria","Chloroflexi","TK10","","","",""
"OTU_630","Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales","Iamiaceae","Iamia","uncultured_bacterium"
"OTU_631","Bacteria","Actinobacteria","Acidimicrobiia","uncultured","","",""
"OTU_632","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Herpetosiphonaceae","Herpetosiphon","uncultured_bacterium"
"OTU_63","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",""
"OTU_633","Bacteria","Acidobacteria","Subgroup_25","","","",""
"OTU_634","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","uncultured",""
"OTU_635","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Pseudoxanthomonas",""
"OTU_6356","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","","",""
"OTU_6362","Bacteria","Chloroflexi","Dehalococcoidia","","","",""
"OTU_636","Bacteria","Acidobacteria","Holophagae","Subgroup_7","","",""
"OTU_637","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_638","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas",""
"OTU_639","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae","uncultured",""
"OTU_640","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium","uncultured_soil_bacterium"
"OTU_641","Bacteria","Acidobacteria","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup_10","uncultured_soil_bacterium"
"OTU_642","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","uncultured",""
"OTU_643","Bacteria","Actinobacteria","Acidimicrobiia","","","",""
"OTU_644","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","",""
"OTU_64","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella","uncultured_Chitinophagaceae_bacterium"
"OTU_645","Bacteria","Proteobacteria","Gammaproteobacteria","CCD24","","",""
"OTU_646","Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales","Iamiaceae","Iamia","uncultured_bacterium"
"OTU_647","Bacteria","Acidobacteria","Blastocatellia_Subgroup_4","Pyrinomonadales","Pyrinomonadaceae","RB41",""
"OTU_649","Bacteria","Verrucomicrobia","Verrucomicrobiae","Opitutales","Opitutaceae","Opitutus",""
"OTU_650","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","",""
"OTU_651","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium",""
"OTU_652","Bacteria","Actinobacteria","Acidimicrobiia","IMCC26256","","",""
"OTU_653","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","metagenome"
"OTU_654","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_Incertae_Sedis","Nordella","bacterium_enrichment_culture_clone_Anammox_34"
"OTU_6546","Bacteria","Planctomycetes","OM190","","","",""
"OTU_655","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatirosa",""
"OTU_656","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","uncultured","uncultured_bacterium"
"OTU_657","Bacteria","Proteobacteria","Gammaproteobacteria","PLTA13","","",""
"OTU_658","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","",""
"OTU_65","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","",""
"OTU_659","Bacteria","Actinobacteria","Rubrobacteria","Rubrobacterales","Rubrobacteriaceae","Rubrobacter",""
"OTU_660","Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","Ilumatobacter",""
"OTU_661","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","Steroidobacter",""
"OTU_662","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_6628","Bacteria","Armatimonadetes","Chthonomonadetes","Chthonomonadales","Chthonomonadaceae","Chthonomonas","uncultured_bacterium"
"OTU_663","Bacteria","Acidobacteria","Blastocatellia_Subgroup_4","Pyrinomonadales","Pyrinomonadaceae","RB41",""
"OTU_66","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Luteimonas",""
"OTU_6640","Bacteria","FBP","","","","",""
"OTU_664","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured",""
"OTU_666","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","","",""
"OTU_667","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_668","Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira",""
"OTU_6692","Bacteria","Chloroflexi","Dehalococcoidia","SAR202_clade","","",""
"OTU_669","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","",""
"OTU_670","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_671","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Marmoricola",""
"OTU_67","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus_Udaeobacter",""
"OTU_672","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_673","Bacteria","Rokubacteria","NC10","Rokubacteriales","","",""
"OTU_674","Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae_Subgroup_3","Bryobacter",""
"OTU_675","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae","MND1",""
"OTU_676","Bacteria","Proteobacteria","Alphaproteobacteria","Reyranellales","Reyranellaceae","Reyranella",""
"OTU_677","Bacteria","Rokubacteria","NC10","Rokubacteriales","","",""
"OTU_678","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae","uncultured",""
"OTU_679","Bacteria","","","","","",""
"OTU_681","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","",""
"OTU_68","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","uncultured","",""
"OTU_682","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","uncultured","",""
"OTU_683","Bacteria","Acidobacteria","Blastocatellia_Subgroup_4","Blastocatellales","Blastocatellaceae","Stenotrophobacter","uncultured_bacterium"
"OTU_684","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","uncultured","uncultured_bacterium"
"OTU_685","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","Steroidobacter",""
"OTU_6861","Bacteria","Planctomycetes","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","uncultured","uncultured_bacterium"
"OTU_686","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Microvirga",""
"OTU_687","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella",""
"OTU_6876","Bacteria","Gemmatimonadetes","S0134_terrestrial_group","","","",""
"OTU_688","Bacteria","Actinobacteria","Actinobacteria","Kineosporiales","Kineosporiaceae","",""
"OTU_689","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","uncultured","uncultured_bacterium"
"OTU_690","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Paenarthrobacter",""
"OTU_69","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Chitinophaga",""
"OTU_691","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia",""
"OTU_692","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_693","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_694","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae","MND1",""
"OTU_695","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_6956","Bacteria","Chloroflexi","Chloroflexia","Kallotenuales","AKIW781","",""
"OTU_696","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_697","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Dactylosporangium",""
"OTU_6985","Bacteria","Actinobacteria","","","","",""
"OTU_698","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","",""
"OTU_699","Bacteria","Chloroflexi","Dehalococcoidia","S085","","",""
"OTU_700","Bacteria","Proteobacteria","Gammaproteobacteria","CCD24","","",""
"OTU_701","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","Steroidobacter",""
"OTU_702","Bacteria","Proteobacteria","Alphaproteobacteria","","","",""
"OTU_703","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Archangiaceae","",""
"OTU_704","Bacteria","Acidobacteria","Holophagae","Subgroup_7","","",""
"OTU_705","Bacteria","Chloroflexi","Dehalococcoidia","S085","","",""
"OTU_706","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella",""
"OTU_707","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter","uncultured_bacterium"
"OTU_708","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Achromobacter",""
"OTU_7089","Bacteria","Actinobacteria","Acidimicrobiia","","","",""
"OTU_709","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","",""
"OTU_70","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","",""
"OTU_710","Bacteria","Acidobacteria","Blastocatellia_Subgroup_4","Pyrinomonadales","Pyrinomonadaceae","RB41",""
"OTU_711","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","uncultured","Pedobacter_sp._WM30-14"
"OTU_71","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured",""
"OTU_712","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Rhodoplanes",""
"OTU_713","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia",""
"OTU_714","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","BIrii41","",""
"OTU_715","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Catelliglobosispora",""
"OTU_716","Bacteria","Chloroflexi","P2-11E","","","",""
"OTU_717","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae","MND1",""
"OTU_718","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae","MND1","uncultured_bacterium"
"OTU_719","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","uncultured",""
"OTU_720","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured",""
"OTU_721","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","67-14","",""
"OTU_72","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","",""
"OTU_722","Bacteria","Proteobacteria","Alphaproteobacteria","Azospirillales","Azospirillaceae","Skermanella",""
"OTU_723","Bacteria","Acidobacteria","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup_10",""
"OTU_724","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","",""
"OTU_725","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","uncultured","uncultured_bacterium"
"OTU_726","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_727","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingopyxis",""
"OTU_728","Bacteria","Chloroflexi","Dehalococcoidia","S085","","",""
"OTU_729","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_730","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_7312","Bacteria","Chloroflexi","Ktedonobacteria","C0119","","",""
"OTU_731","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured",""
"OTU_73","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium",""
"OTU_732","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_Incertae_Sedis","Unknown_Family","Acidibacter","uncultured_gamma_proteobacterium"
"OTU_733","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter",""
"OTU_734","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Cupriavidus",""
"OTU_735","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas",""
"OTU_736","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Chitinophaga","bacterium_enrichment_culture"
"OTU_7371","Bacteria","Planctomycetes","Pla3_lineage","","","",""
"OTU_738","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_739","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_Incertae_Sedis","uncultured",""
"OTU_740","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","uncultured","uncultured_bacterium"
"OTU_741","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae","uncultured","uncultured_Sphingobacteriales_bacterium"
"OTU_742","Bacteria","Actinobacteria","MB-A2-108","","","",""
"OTU_743","Bacteria","Bacteroidetes","Bacteroidia","","","",""
"OTU_74","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Chitinophaga","uncultured_bacterium"
"OTU_744","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_746","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Pseudoduganella","uncultured_bacterium"
"OTU_747","Bacteria","Chloroflexi","Gitt-GS-136","","","",""
"OTU_748","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas",""
"OTU_749","Bacteria","Actinobacteria","0319-7L14","","","",""
"OTU_750","Bacteria","Proteobacteria","Alphaproteobacteria","","","",""
"OTU_751","Bacteria","Chloroflexi","TK10","","","",""
"OTU_75","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae","MND1",""
"OTU_752","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_753","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","TRA3-20","",""
"OTU_755","Bacteria","Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","",""
"OTU_756","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_757","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium",""
